,HT,AT,SHT,AHT,+1.5,-1.5,OS,+>=-,target
472,Sport Recife,Grêmio,4,2,1.4,2.75,6,1,1
473,Corinthians,Figueirense,1,1,1.3,3.2,2,1,1
474,Santa Cruz,Coritiba,0,1,1.4,2.75,1,1,0
475,Palmeiras,Atlético Mineiro,0,1,1.2,3.8,1,1,0
476,Ponte Preta,Internacional,2,2,1.42,2.55,4,1,1
477,Athletico-PR,Fluminense,1,0,1.45,2.55,1,1,0
478,Chapecoense,Botafogo,2,1,1.38,2.8,3,1,1
479,Cruzeiro,Sport Recife,1,2,1.2,3.8,3,1,1
480,Grêmio,São Paulo,1,0,1.38,2.8,1,1,0
481,Vitória,Santos,2,3,1.28,3.3,5,1,1
482,Flamengo,América-MG,2,1,1.25,3.5,3,1,1
483,Sport Recife,América-MG,1,1,1.3,3.35,2,1,1
484,Vitória,Coritiba,3,1,1.38,3.0,4,1,1
485,Athletico-PR,Corinthians,2,0,1.48,2.6,2,1,1
486,Ponte Preta,Botafogo,2,0,1.33,3.35,2,1,1
487,Grêmio,Santa Cruz,0,0,1.28,3.55,0,1,0
488,São Paulo,Atlético Mineiro,1,2,1.3,3.35,3,1,1
489,Cruzeiro,Internacional,4,2,1.35,3.2,6,1,1
490,Chapecoense,Palmeiras,1,1,1.38,3.0,2,1,1
491,Flamengo,Athletico-PR,1,0,1.38,3.0,1,1,0
492,Coritiba,Ponte Preta,3,1,1.42,2.85,4,1,1
493,Palmeiras,Vitória,2,1,1.2,4.4,3,1,1
494,Internacional,Fluminense,2,2,1.43,2.75,4,1,1
495,Santa Cruz,São Paulo,1,2,1.42,2.85,3,1,1
496,Figueirense,Sport Recife,1,1,1.4,2.85,2,1,1
497,Atlético Mineiro,Chapecoense,3,1,1.26,3.7,4,1,1
498,Corinthians,Cruzeiro,1,1,1.3,3.35,2,1,1
499,Sport Recife,Flamengo,1,0,1.35,2.85,1,1,0
500,Ponte Preta,Figueirense,2,0,1.35,2.8,2,1,1
501,Fluminense,América-MG,1,0,1.33,3.2,1,1,0
502,Grêmio,Corinthians,3,0,1.48,2.6,3,1,1
503,Cruzeiro,Coritiba,2,2,1.33,3.2,4,1,1
504,São Paulo,Botafogo,0,1,1.3,3.35,1,1,0
505,Athletico-PR,Palmeiras,0,1,1.4,2.85,1,1,0
506,Chapecoense,Internacional,1,0,1.48,2.6,1,1,0
507,América-MG,Chapecoense,1,2,1.45,2.67,3,1,1
508,Atlético Mineiro,Athletico-PR,1,0,1.23,4.0,1,1,0
509,Flamengo,Grêmio,2,1,1.4,2.85,3,1,1
510,Internacional,São Paulo,1,1,1.45,2.75,2,1,1
511,Palmeiras,Ponte Preta,2,2,1.3,3.35,4,1,1
512,Santa Cruz,Fluminense,0,1,1.4,2.85,1,1,0
513,Figueirense,Cruzeiro,1,2,1.38,3.0,3,1,1
514,Corinthians,Vitória,2,1,1.21,4.25,3,1,1
515,Ponte Preta,Corinthians,2,0,1.45,2.67,2,1,1
516,Cruzeiro,Santa Cruz,2,0,1.23,4.0,2,1,1
517,Cruzeiro,Santa Cruz,2,0,1.23,4.0,2,1,1
518,Chapecoense,Flamengo,1,3,1.45,2.67,4,1,1
519,Fluminense,Palmeiras,0,2,1.35,3.1,2,1,1
520,Grêmio,Atlético Mineiro,1,1,1.28,3.55,2,1,1
521,São Paulo,Coritiba,0,0,1.35,3.1,0,1,0
522,Sport Recife,Internacional,1,1,1.42,2.85,2,1,1
523,Vitória,América-MG,2,1,1.3,3.35,3,1,1
524,Athletico-PR,Botafogo,1,0,1.4,2.85,1,1,0
525,Fluminense,Figueirense,3,2,1.35,3.1,5,1,1
526,Botafogo,Grêmio,2,1,1.33,3.2,3,1,1
527,Botafogo,Fluminense,1,0,1.45,2.75,1,1,0
528,Figueirense,Athletico-PR,1,0,1.5,2.5,1,1,0
529,Santa Cruz,Chapecoense,2,2,1.42,2.85,4,1,1
530,Atlético Mineiro,Vitória,2,1,1.18,4.65,3,1,1
531,Atlético Mineiro,Vitória,2,1,1.18,4.65,3,1,1
532,Flamengo,Ponte Preta,2,1,1.33,3.35,3,1,1
533,Palmeiras,São Paulo,2,1,1.35,3.1,3,1,1
534,Corinthians,Sport Recife,3,0,1.3,3.55,3,1,1
535,América-MG,Cruzeiro,0,2,1.33,3.2,2,1,1
536,Internacional,Santos,2,1,1.4,2.85,3,1,1
537,Vitória,Flamengo,1,2,1.28,3.55,3,1,1
538,Chapecoense,Coritiba,1,0,1.42,2.85,1,1,0
539,São Paulo,Figueirense,3,1,1.3,3.35,4,1,1
540,Athletico-PR,Internacional,2,1,1.5,2.5,3,1,1
541,Cruzeiro,Botafogo,0,2,1.21,4.25,2,1,1
542,Santos,Corinthians,2,1,1.42,2.85,3,1,1
543,Sport Recife,Santa Cruz,5,3,1.38,3.0,8,1,1
544,Grêmio,Palmeiras,0,0,1.3,3.35,0,1,0
545,Ponte Preta,América-MG,1,1,1.35,3.2,2,1,1
546,Fluminense,Atlético Mineiro,4,2,1.23,4.0,6,1,1
547,Botafogo,Santos,0,1,1.3,3.55,1,1,0
548,Figueirense,América-MG,2,2,1.5,2.5,4,1,1
549,Ponte Preta,Grêmio,3,0,1.45,2.67,3,1,1
550,Santa Cruz,Athletico-PR,1,0,1.45,2.75,1,1,0
551,Coritiba,Corinthians,1,1,1.45,2.67,2,1,1
552,Palmeiras,Flamengo,1,1,1.3,3.35,2,1,1
553,Atlético Mineiro,Sport Recife,1,0,1.19,4.5,1,1,0
554,Fluminense,Chapecoense,1,2,1.38,3.1,3,1,1
555,Internacional,Vitória,0,1,1.28,3.55,1,1,0
556,São Paulo,Cruzeiro,1,0,1.38,3.0,1,1,0
557,Corinthians,Palmeiras,0,2,1.42,2.85,2,1,1
558,Flamengo,Figueirense,2,0,1.25,3.9,2,1,1
559,Athletico-PR,São Paulo,1,0,1.5,2.5,1,1,0
560,Chapecoense,Ponte Preta,2,2,1.42,2.85,4,1,1
561,Cruzeiro,Atlético Mineiro,1,1,1.28,3.55,2,1,1
562,Grêmio,Fluminense,0,1,1.4,3.0,1,1,0
563,Sport Recife,Coritiba,0,1,1.35,3.1,1,1,0
564,Santos,Santa Cruz,3,2,1.25,3.9,5,1,1
565,Vitória,Botafogo,0,1,1.28,3.55,1,1,0
566,América-MG,Internacional,1,0,1.43,2.75,1,1,0
567,Palmeiras,Coritiba,2,1,1.28,3.55,3,1,1
568,Sport Recife,Santos,1,0,1.35,3.1,1,1,0
569,América-MG,Botafogo,1,0,1.38,3.0,1,1,0
570,Athletico-PR,Ponte Preta,3,0,1.52,2.42,3,1,1
571,Figueirense,Santa Cruz,3,1,1.43,2.75,4,1,1
572,Flamengo,Cruzeiro,2,1,1.3,3.55,3,1,1
573,Grêmio,Chapecoense,1,0,1.38,3.0,1,1,0
574,Vitória,São Paulo,2,0,1.35,3.1,2,1,1
575,Atlético Mineiro,Internacional,3,1,1.3,3.35,4,1,1
576,Fluminense,Sport Recife,3,1,1.35,3.1,4,1,1
577,Chapecoense,Vitória,1,4,1.35,3.2,5,1,1
578,Santos,Athletico-PR,2,0,1.38,3.0,2,1,1
579,São Paulo,Flamengo,0,0,1.35,3.1,0,1,0
580,São Paulo,Flamengo,0,0,1.35,3.1,0,1,0
581,Ponte Preta,Atlético Mineiro,1,2,1.3,3.35,3,1,1
582,Cruzeiro,Grêmio,1,0,1.35,3.1,1,1,0
583,Internacional,Figueirense,1,0,1.35,3.2,1,1,0
584,Santa Cruz,Palmeiras,2,3,1.35,3.2,5,1,1
585,Coritiba,América-MG,3,0,1.35,3.2,3,1,1
586,Athletico-PR,Chapecoense,3,1,1.55,2.38,4,1,1
587,Vitória,Grêmio,0,1,1.38,3.0,1,1,0
588,Corinthians,Atlético Mineiro,0,0,1.3,3.35,0,1,0
589,Santos,Fluminense,2,1,1.35,3.1,3,1,1
590,Sport Recife,São Paulo,1,1,1.43,2.75,2,1,1
591,Internacional,Coritiba,1,0,1.5,2.5,1,1,0
592,Cruzeiro,Ponte Preta,2,0,1.28,3.55,2,1,1
593,América-MG,Palmeiras,0,2,1.28,3.55,2,1,1
594,Figueirense,Botafogo,0,1,1.45,2.67,1,1,0
595,Flamengo,Santa Cruz,3,0,1.2,4.5,3,1,1
596,Chapecoense,Sport Recife,3,0,1.35,3.1,3,1,1
597,Coritiba,Figueirense,0,0,1.38,3.0,0,1,0
598,Botafogo,Internacional,1,0,1.45,2.67,1,1,0
599,Santa Cruz,Corinthians,2,4,1.33,3.2,6,1,1
600,Atlético Mineiro,América-MG,3,0,1.21,4.25,3,1,1
601,Palmeiras,Cruzeiro,0,0,1.28,3.55,0,1,0
602,Ponte Preta,Vitória,2,0,1.3,3.55,2,1,1
603,Fluminense,Flamengo,1,2,1.38,3.0,3,1,1
604,Grêmio,Athletico-PR,1,0,1.48,2.6,1,1,0
605,São Paulo,Santos,0,1,1.42,2.85,1,1,0
606,Athletico-PR,Coritiba,2,0,1.57,2.35,2,1,1
607,Botafogo,Atlético Mineiro,3,2,1.35,3.1,5,1,1
608,Cruzeiro,Chapecoense,0,0,1.3,3.35,0,1,0
609,Figueirense,Palmeiras,1,2,1.38,3.1,3,1,1
610,Internacional,Flamengo,2,1,1.5,2.5,3,1,1
611,Corinthians,América-MG,2,0,1.25,3.8,2,1,1
612,Ponte Preta,Santa Cruz,3,0,1.3,3.35,3,1,1
613,Santos,Grêmio,1,1,1.38,3.0,2,1,1
614,Sport Recife,Vitória,1,0,1.28,3.7,1,1,0
615,Fluminense,São Paulo,1,2,1.4,3.0,3,1,1
616,Santa Cruz,Botafogo,0,1,1.3,3.55,1,1,0
617,São Paulo,Ponte Preta,2,0,1.42,2.85,2,1,1
618,Flamengo,Corinthians,2,2,1.33,3.2,4,1,1
619,Grêmio,Internacional,0,0,1.52,2.42,0,1,0
620,Palmeiras,Sport Recife,2,1,1.24,3.9,3,1,1
621,Vitória,Cruzeiro,0,1,1.33,3.2,1,1,0
622,Coritiba,Fluminense,1,1,1.43,2.75,2,1,1
623,Atlético Mineiro,Figueirense,3,0,1.24,3.9,3,1,1
624,Chapecoense,Santos,0,1,1.4,3.0,1,1,0
625,América-MG,Athletico-PR,1,0,1.55,2.38,1,1,0
626,Sport Recife,Ponte Preta,1,0,1.38,3.0,1,1,0
627,Fluminense,Vitória,2,2,1.23,4.1,4,1,1
628,Athletico-PR,Cruzeiro,1,0,1.5,2.5,1,1,0
629,Atlético Mineiro,Flamengo,2,2,1.24,3.9,4,1,1
630,Corinthians,Chapecoense,1,1,1.35,3.2,2,1,1
631,Botafogo,Coritiba,0,0,1.4,2.85,0,1,0
632,Internacional,Santa Cruz,1,1,1.3,3.35,2,1,1
633,Figueirense,Grêmio,0,0,1.48,2.6,0,1,0
634,Santos,Palmeiras,1,0,1.33,3.35,1,1,0
635,América-MG,São Paulo,1,0,1.45,2.67,1,1,0
636,Flamengo,Botafogo,0,0,1.35,3.2,0,1,0
637,São Paulo,Corinthians,4,0,1.43,2.75,4,1,1
638,São Paulo,Corinthians,4,0,1.43,2.75,4,1,1
639,Cruzeiro,Fluminense,4,2,1.38,3.1,6,1,1
640,Palmeiras,Internacional,1,0,1.4,2.85,1,1,0
641,Santa Cruz,América-MG,1,0,1.33,3.35,1,1,0
642,Vitória,Athletico-PR,3,2,1.4,3.0,5,1,1
643,Chapecoense,Figueirense,1,0,1.48,2.6,1,1,0
644,Coritiba,Atlético Mineiro,2,0,1.33,3.35,2,1,1
645,Grêmio,Sport Recife,0,3,1.42,2.85,3,1,1
646,Fluminense,Athletico-PR,1,1,1.35,3.2,2,1,1
647,Botafogo,Chapecoense,0,2,1.4,3.0,2,1,1
648,Coritiba,Santa Cruz,1,0,1.26,3.7,1,1,0
649,América-MG,Flamengo,0,1,1.3,3.35,1,1,0
650,Figueirense,Corinthians,1,1,1.42,2.85,2,1,1
651,Sport Recife,Cruzeiro,0,1,1.38,3.0,1,1,0
652,Santos,Vitória,3,2,1.19,4.5,5,1,1
653,São Paulo,Grêmio,1,1,1.48,2.6,2,1,1
654,Atlético Mineiro,Palmeiras,1,1,1.28,3.55,2,1,1
655,Internacional,Ponte Preta,1,1,1.42,2.85,2,1,1
656,Athletico-PR,Sport Recife,2,0,1.43,2.75,2,1,1
657,Cruzeiro,Santos,2,2,1.28,3.55,4,1,1
658,Grêmio,América-MG,3,0,1.35,3.1,3,1,1
659,Palmeiras,Botafogo,1,0,1.3,3.35,1,1,0
660,Ponte Preta,Fluminense,1,0,1.3,3.35,1,1,0
661,Vitória,Figueirense,4,0,1.28,3.7,4,1,1
662,Chapecoense,São Paulo,2,0,1.48,2.6,2,1,1
663,Flamengo,Coritiba,2,2,1.28,3.55,4,1,1
664,Santa Cruz,Atlético Mineiro,3,3,1.22,4.25,6,1,1
665,Corinthians,Internacional,1,0,1.48,2.6,1,1,0
666,América-MG,Sport Recife,2,2,1.4,3.0,4,1,1
667,Botafogo,Ponte Preta,1,1,1.35,3.1,2,1,1
668,Corinthians,Athletico-PR,0,0,1.4,2.85,0,1,0
669,Atlético Mineiro,São Paulo,1,2,1.28,3.7,3,1,1
670,Flamengo,Santos,2,0,1.28,3.7,2,1,1
671,Internacional,Cruzeiro,1,0,1.4,2.85,1,1,0
672,Palmeiras,Chapecoense,1,0,1.3,3.35,1,1,0
673,Figueirense,Fluminense,1,0,1.38,3.0,1,1,0
674,Santa Cruz,Grêmio,5,1,1.3,3.35,6,1,1
