,HT,AT,SHT,AHT,+2.5,-2.5,OS,+>=-,target
33,Palmeiras,Goiás,0,1,2.15,1.67,1,0,0
34,Athletico-PR,Atlético Mineiro,1,0,2.05,1.75,1,0,0
35,Chapecoense,Santos,1,0,2.3,1.6,1,0,0
36,Fluminense,Corinthians,0,0,2.4,1.53,0,0,0
37,Cruzeiro,Ponte Preta,1,1,2.2,1.65,2,0,0
38,Sport Recife,Coritiba,1,0,2.3,1.6,1,0,0
39,Athletico-PR,Figueirense,1,0,2.35,1.57,1,0,0
40,Chapecoense,Joinville,2,0,2.4,1.53,2,0,0
41,Vasco da Gama,Ponte Preta,0,3,2.35,1.57,3,0,1
42,São Paulo,Santos,3,2,2.15,1.67,5,0,1
43,São Paulo,Santos,3,2,2.15,1.67,5,0,1
44,Cruzeiro,Flamengo,1,0,2.1,1.7,1,0,0
45,Grêmio,Corinthians,3,1,2.88,1.4,4,0,1
46,Fluminense,Coritiba,2,0,2.15,1.67,2,0,0
47,Sport Recife,Goiás,1,0,2.35,1.57,1,0,0
48,Atlético Mineiro,Cruzeiro,1,3,1.85,1.95,4,1,1
49,Flamengo,Chapecoense,1,0,2.3,1.6,1,0,0
50,Santos,Ponte Preta,2,2,2.05,1.75,4,0,1
51,Athletico-PR,Vasco da Gama,2,0,2.2,1.65,2,0,0
52,Joinville,Corinthians,0,1,2.7,1.44,1,0,0
53,São Paulo,Grêmio,2,0,2.4,1.53,2,0,0
54,Internacional,Coritiba,2,0,2.2,1.65,2,0,0
55,Figueirense,Palmeiras,2,1,2.4,1.53,3,0,1
56,Fluminense,Sport Recife,0,0,2.1,1.7,0,0,0
57,Goiás,Avaí,0,1,2.4,1.53,1,0,0
58,Atlético Mineiro,Santos,2,2,1.65,2.2,4,1,1
59,Chapecoense,São Paulo,0,1,2.6,1.48,1,0,0
60,Corinthians,Internacional,2,1,2.4,1.53,3,0,1
61,Coritiba,Flamengo,0,1,2.4,1.53,1,0,0
62,Sport Recife,Joinville,2,1,2.25,1.62,3,0,1
63,Vasco da Gama,Cruzeiro,1,3,2.35,1.57,4,0,1
64,Ponte Preta,Goiás,0,0,2.25,1.62,0,0,0
65,Avaí,Figueirense,1,1,2.4,1.53,2,0,0
66,Grêmio,Athletico-PR,2,1,2.25,1.62,3,0,1
67,Palmeiras,Fluminense,2,1,2.25,1.62,3,0,1
68,Figueirense,Internacional,0,0,2.5,1.5,0,0,0
69,Flamengo,Atlético Mineiro,0,2,1.95,1.85,2,0,0
70,Santos,Corinthians,1,0,2.3,1.6,1,0,0
71,Grêmio,Palmeiras,1,0,2.4,1.53,1,0,0
72,Athletico-PR,Coritiba,2,2,2.4,1.53,4,0,1
73,Joinville,Goiás,2,1,2.6,1.48,3,0,1
74,São Paulo,Avaí,1,1,2.0,1.8,2,0,0
75,Fluminense,Ponte Preta,2,0,2.25,1.62,2,0,0
76,Avaí,Grêmio,1,2,2.5,1.5,3,0,1
77,Chapecoense,Sport Recife,1,1,2.35,1.57,2,0,0
78,Corinthians,Figueirense,2,1,2.4,1.53,3,0,1
79,Atlético Mineiro,Joinville,1,0,1.65,2.2,1,1,0
80,Coritiba,Cruzeiro,1,0,2.25,1.62,1,0,0
81,Goiás,Fluminense,1,2,2.5,1.5,3,0,1
82,Palmeiras,São Paulo,4,0,2.35,1.57,4,0,1
83,Ponte Preta,Athletico-PR,2,1,2.1,1.7,3,0,1
84,Internacional,Santos,1,0,2.1,1.7,1,0,0
85,Vasco da Gama,Flamengo,1,0,2.3,1.6,1,0,0
86,Sport Recife,Internacional,3,0,2.25,1.62,3,0,1
87,Atlético Mineiro,Coritiba,2,0,1.7,2.1,2,1,0
88,Atlético Mineiro,Coritiba,2,0,1.7,2.1,2,1,0
89,Athletico-PR,São Paulo,2,1,2.3,1.6,3,0,1
90,Grêmio,Cruzeiro,1,0,2.25,1.62,1,0,0
91,Joinville,Flamengo,0,1,2.5,1.5,1,0,0
92,Corinthians,Ponte Preta,2,0,2.35,1.57,2,0,0
93,Fluminense,Santos,2,1,2.1,1.7,3,0,1
94,Coritiba,Joinville,0,0,2.4,1.53,0,0,0
95,Chapecoense,Vasco da Gama,1,0,2.6,1.48,1,0,0
96,Cruzeiro,Athletico-PR,2,0,2.15,1.67,2,0,0
97,Goiás,Corinthians,0,0,2.88,1.4,0,0,0
98,Santos,Grêmio,1,3,2.35,1.57,4,0,1
99,São Paulo,Fluminense,0,0,2.1,1.7,0,0,0
100,Ponte Preta,Palmeiras,0,2,2.05,1.75,2,0,0
101,Chapecoense,Grêmio,1,0,2.88,1.4,1,0,0
102,Coritiba,Ponte Preta,0,0,2.25,1.62,0,0,0
103,Goiás,Santos,4,1,2.35,1.57,5,0,1
104,Figueirense,Joinville,0,2,2.6,1.48,2,0,0
105,Figueirense,Joinville,0,2,2.6,1.48,2,0,0
106,Internacional,Flamengo,1,2,2.15,1.67,3,0,1
107,Vasco da Gama,São Paulo,0,4,2.35,1.57,4,0,1
108,Corinthians,Athletico-PR,2,0,2.35,1.57,2,0,0
109,Fluminense,Cruzeiro,1,0,2.25,1.62,1,0,0
110,Grêmio,Vasco da Gama,2,0,2.1,1.7,2,0,0
111,Santos,Figueirense,3,0,2.08,1.73,3,0,1
112,Ponte Preta,Atlético Mineiro,0,2,2.0,1.8,2,0,0
113,Flamengo,Corinthians,0,3,2.7,1.44,3,0,1
114,Avaí,Chapecoense,2,1,2.7,1.44,3,0,1
115,Flamengo,Grêmio,1,0,2.5,1.5,1,0,0
116,Internacional,Goiás,2,1,2.4,1.53,3,0,1
117,Corinthians,Atlético Mineiro,1,0,2.1,1.7,1,0,0
118,Athletico-PR,Chapecoense,1,0,2.4,1.53,1,0,0
119,Palmeiras,Santos,1,0,2.05,1.75,1,0,0
120,Sport Recife,São Paulo,2,0,2.1,1.7,2,0,0
121,Cruzeiro,Avaí,1,1,1.8,2.0,2,1,0
122,Avaí,Athletico-PR,1,2,2.25,1.62,3,0,1
123,Grêmio,Sport Recife,1,1,2.05,1.75,2,0,0
124,Chapecoense,Fluminense,2,1,2.35,1.57,3,0,1
125,Santos,Joinville,2,0,2.1,1.7,2,0,0
126,Goiás,Flamengo,0,1,2.4,1.53,1,0,0
127,Ponte Preta,Internacional,0,0,2.25,1.62,0,0,0
128,São Paulo,Cruzeiro,1,0,2.25,1.62,1,0,0
129,Atlético Mineiro,São Paulo,3,1,2.0,1.8,4,0,1
130,Corinthians,Vasco da Gama,3,0,2.1,1.7,3,0,1
131,Fluminense,Grêmio,1,0,2.5,1.5,1,0,0
132,Fluminense,Grêmio,1,0,2.5,1.5,1,0,0
133,Figueirense,Ponte Preta,3,1,2.4,1.53,4,0,1
134,Flamengo,Santos,2,2,2.1,1.7,4,0,1
135,Internacional,Chapecoense,0,0,2.35,1.57,0,0,0
136,Joinville,Avaí,2,0,2.4,1.53,2,0,0
137,Sport Recife,Cruzeiro,0,0,2.25,1.62,0,0,0
138,Avaí,Fluminense,1,0,2.25,1.62,1,0,0
139,Santos,Coritiba,3,0,1.95,1.85,3,0,1
140,Athletico-PR,Sport Recife,1,1,2.3,1.6,2,0,0
141,Vasco da Gama,Joinville,0,0,2.6,1.48,0,0,0
142,Cruzeiro,Palmeiras,2,1,2.25,1.62,3,0,1
143,Ponte Preta,Flamengo,1,0,2.15,1.67,1,0,0
144,São Paulo,Corinthians,1,1,2.7,1.44,2,0,0
145,Grêmio,Internacional,5,0,2.3,1.6,5,0,1
146,Coritiba,Palmeiras,2,1,2.35,1.57,3,0,1
147,Flamengo,Athletico-PR,3,2,2.1,1.7,5,0,1
148,Figueirense,São Paulo,0,2,2.3,1.6,2,0,0
149,Internacional,Fluminense,1,0,2.3,1.6,1,0,0
150,Ponte Preta,Avaí,2,0,2.05,1.75,2,0,0
151,Atlético Mineiro,Grêmio,0,2,2.1,1.7,2,0,0
152,Joinville,Cruzeiro,3,0,2.6,1.48,3,0,1
153,Athletico-PR,Santos,0,0,2.15,1.67,0,0,0
154,Vasco da Gama,Coritiba,0,1,2.35,1.57,1,0,0
155,São Paulo,Goiás,0,3,2.25,1.62,3,0,1
156,Palmeiras,Flamengo,4,2,2.15,1.67,6,0,1
157,Avaí,Corinthians,1,2,2.4,1.53,3,0,1
158,Cruzeiro,Internacional,0,0,2.35,1.57,0,0,0
159,Fluminense,Figueirense,2,1,2.15,1.67,3,0,1
160,Sport Recife,Ponte Preta,1,1,2.05,1.75,2,0,0
161,Grêmio,Joinville,2,1,2.15,1.67,3,0,1
162,Santos,Avaí,5,2,1.9,1.9,7,0,1
163,Figueirense,Sport Recife,2,1,2.25,1.62,3,0,1
164,Coritiba,Chapecoense,1,0,2.4,1.53,1,0,0
165,Ponte Preta,Grêmio,0,0,2.35,1.57,0,0,0
166,Corinthians,Cruzeiro,3,0,2.25,1.62,3,0,1
167,Flamengo,São Paulo,2,1,2.15,1.67,3,0,1
168,Internacional,Athletico-PR,2,0,2.25,1.62,2,0,0
169,Joinville,Fluminense,2,1,2.5,1.5,3,0,1
170,Atlético Mineiro,Palmeiras,2,1,1.9,1.9,3,0,1
171,São Paulo,Ponte Preta,3,0,2.17,1.75,3,0,1
172,Avaí,Internacional,3,0,2.35,1.58,3,0,1
173,Grêmio,Coritiba,0,0,2.45,1.52,0,0,0
174,Chapecoense,Corinthians,1,3,3.0,1.38,4,0,1
175,Fluminense,Atlético Mineiro,1,2,2.06,1.84,3,0,1
176,Palmeiras,Joinville,3,2,2.02,1.89,5,0,1
177,Sport Recife,Flamengo,0,1,2.14,1.77,1,0,0
178,Athletico-PR,Goiás,3,0,2.4,1.55,3,0,1
179,Cruzeiro,Santos,0,1,2.35,1.55,1,0,0
180,Internacional,Vasco da Gama,6,0,2.1,1.84,6,0,1
181,Joinville,São Paulo,0,0,2.15,1.78,0,0,0
182,Ponte Preta,Cruzeiro,1,2,2.35,1.58,3,0,1
183,Atlético Mineiro,Athletico-PR,0,1,1.84,2.07,1,1,0
184,Atlético Mineiro,Athletico-PR,0,1,1.84,2.07,1,1,0
185,Corinthians,Fluminense,2,0,2.35,1.55,2,0,0
186,Coritiba,Sport Recife,0,0,2.3,1.67,0,0,0
187,Goiás,Palmeiras,1,0,2.35,1.58,1,0,0
188,Santos,Chapecoense,3,1,2.17,1.75,4,0,1
189,São Paulo,Internacional,2,0,2.17,1.75,2,0,0
190,Vasco da Gama,Atlético Mineiro,1,2,2.03,1.92,3,0,1
191,Athletico-PR,Joinville,0,0,2.3,1.58,0,0,0
192,Cruzeiro,Figueirense,5,1,2.25,1.62,6,0,1
193,Avaí,Coritiba,0,2,2.35,1.55,2,0,0
194,Fluminense,Flamengo,1,3,2.4,1.55,4,0,1
195,Grêmio,Goiás,2,1,2.5,1.48,3,0,1
196,Palmeiras,Corinthians,3,3,2.35,1.58,6,0,1
197,Sport Recife,Santos,1,1,2.19,1.79,2,0,0
198,Atlético Mineiro,Avaí,2,0,1.62,2.25,2,1,0
199,Internacional,Palmeiras,1,0,2.1,1.7,1,0,0
200,Ponte Preta,Vasco da Gama,0,1,2.15,1.69,1,0,0
201,Figueirense,Athletico-PR,1,1,2.4,1.52,2,0,0
202,Figueirense,Athletico-PR,1,1,2.4,1.52,2,0,0
203,Santos,São Paulo,3,0,2.13,1.69,3,0,1
204,Goiás,Sport Recife,1,0,2.4,1.52,1,0,0
205,Flamengo,Cruzeiro,2,0,2.3,1.6,2,0,0
206,Joinville,Chapecoense,0,0,2.7,1.45,0,0,0
207,Palmeiras,Figueirense,2,0,1.88,2.04,2,1,0
208,Corinthians,Joinville,3,0,2.13,1.78,3,0,1
209,Ponte Preta,Santos,3,1,2.25,1.6,4,0,1
210,Chapecoense,Flamengo,1,3,3.0,1.35,4,0,1
211,Grêmio,São Paulo,1,2,2.2,1.62,3,0,1
212,Vasco da Gama,Athletico-PR,2,0,2.35,1.55,2,0,0
213,Avaí,Goiás,2,1,2.45,1.5,3,0,1
214,Sport Recife,Fluminense,1,0,2.23,1.71,1,0,0
215,Fluminense,Palmeiras,1,4,2.2,1.65,5,0,1
216,Goiás,Ponte Preta,1,2,2.1,1.7,3,0,1
217,Joinville,Sport Recife,1,1,2.4,1.53,2,0,0
218,Athletico-PR,Grêmio,1,2,2.3,1.6,3,0,1
219,Athletico-PR,Grêmio,1,2,2.3,1.6,3,0,1
220,Cruzeiro,Vasco da Gama,2,2,1.9,1.9,4,0,1
221,Internacional,Corinthians,2,1,2.4,1.53,3,0,1
222,Santos,Atlético Mineiro,4,0,1.85,1.95,4,1,1
223,São Paulo,Chapecoense,0,0,2.2,1.65,0,0,0
224,Flamengo,Coritiba,0,2,2.3,1.6,2,0,0
225,Internacional,Figueirense,1,1,2.15,1.67,2,0,0
226,Ponte Preta,Fluminense,3,1,2.3,1.6,4,0,1
227,Corinthians,Santos,2,0,2.2,1.65,2,0,0
228,Goiás,Joinville,3,0,2.35,1.57,3,0,1
229,Atlético Mineiro,Flamengo,4,1,1.96,1.95,5,0,1
230,Avaí,São Paulo,2,1,2.25,1.62,3,0,1
231,Vasco da Gama,Sport Recife,2,1,2.4,1.53,3,0,1
232,Chapecoense,Cruzeiro,0,2,2.7,1.44,2,0,0
233,Coritiba,Athletico-PR,2,0,2.7,1.44,2,0,0
234,Fluminense,Goiás,2,0,2.25,1.62,2,0,0
235,Grêmio,Avaí,3,1,2.15,1.67,4,0,1
236,Athletico-PR,Ponte Preta,1,2,2.2,1.65,3,0,1
237,Santos,Internacional,3,1,2.08,1.73,4,0,1
238,Figueirense,Corinthians,1,3,2.35,1.57,4,0,1
239,Flamengo,Vasco da Gama,1,2,2.08,1.73,3,0,1
240,Joinville,Atlético Mineiro,2,2,2.2,1.65,4,0,1
241,São Paulo,Palmeiras,1,1,2.08,1.73,2,0,0
242,Cruzeiro,Coritiba,2,0,2.25,1.62,2,0,0
243,Sport Recife,Chapecoense,3,0,2.4,1.53,3,0,1
244,Coritiba,Atlético Mineiro,0,3,2.1,1.7,3,0,1
245,Internacional,Sport Recife,2,1,2.2,1.65,3,0,1
246,São Paulo,Athletico-PR,1,0,2.2,1.65,1,0,0
247,Avaí,Vasco da Gama,1,1,2.15,1.67,2,0,0
248,Flamengo,Joinville,2,0,2.0,1.8,2,0,0
249,Cruzeiro,Grêmio,0,0,2.3,1.6,0,0,0
250,Goiás,Figueirense,2,3,2.35,1.57,5,0,1
251,Ponte Preta,Corinthians,2,2,2.3,1.6,4,0,1
252,Santos,Fluminense,3,1,2.0,1.8,4,0,1
253,Chapecoense,Palmeiras,5,1,2.5,1.5,6,0,1
254,Atlético Mineiro,Internacional,2,1,1.9,1.9,3,0,1
255,Sport Recife,Avaí,3,0,2.2,1.65,3,0,1
256,Figueirense,Flamengo,3,0,2.2,1.65,3,0,1
257,Joinville,Coritiba,3,1,2.6,1.48,4,0,1
258,Joinville,Coritiba,3,1,2.6,1.48,4,0,1
259,Athletico-PR,Cruzeiro,2,2,2.4,1.53,4,0,1
260,Fluminense,São Paulo,2,0,2.25,1.62,2,0,0
261,Corinthians,Goiás,3,0,2.1,1.7,3,0,1
262,Avaí,Palmeiras,1,3,2.25,1.62,4,0,1
263,Joinville,Figueirense,1,0,2.3,1.6,1,0,0
264,Cruzeiro,Fluminense,2,0,2.2,1.65,2,0,0
265,Ponte Preta,Coritiba,3,0,2.3,1.6,3,0,1
266,Athletico-PR,Corinthians,1,4,2.25,1.62,5,0,1
267,Grêmio,Chapecoense,2,3,2.2,1.65,5,0,1
268,Santos,Goiás,3,1,2.0,1.8,4,0,1
269,Sport Recife,Atlético Mineiro,4,1,2.0,1.8,5,0,1
270,Fluminense,Athletico-PR,0,1,2.3,1.6,1,0,0
271,Figueirense,Santos,0,0,2.1,1.7,0,0,0
272,Internacional,Joinville,1,0,2.15,1.7,1,0,0
273,Palmeiras,Sport Recife,0,2,1.96,1.97,2,1,0
274,Chapecoense,Avaí,0,0,2.4,1.53,0,0,0
275,Corinthians,Flamengo,1,0,2.1,1.7,1,0,0
276,Coritiba,São Paulo,1,2,2.15,1.67,3,0,1
277,Vasco da Gama,Grêmio,0,0,2.25,1.62,0,0,0
278,Atlético Mineiro,Ponte Preta,2,1,1.8,2.0,3,1,1
279,São Paulo,Sport Recife,3,0,2.05,1.75,3,0,1
280,Avaí,Cruzeiro,1,1,2.2,1.65,2,0,0
281,Ponte Preta,Joinville,1,0,2.2,1.65,1,0,0
282,Coritiba,Figueirense,1,1,2.25,1.62,2,0,0
283,Atlético Mineiro,Corinthians,0,3,2.05,1.75,3,0,1
284,Chapecoense,Athletico-PR,0,0,2.25,1.62,0,0,0
285,Grêmio,Flamengo,2,0,2.2,1.65,2,0,0
286,Santos,Palmeiras,2,1,1.95,1.85,3,0,1
287,Vasco da Gama,Fluminense,0,1,2.15,1.67,1,0,0
288,Goiás,Internacional,2,1,2.25,1.62,3,0,1
289,Internacional,Ponte Preta,1,0,2.08,1.73,1,0,0
290,Athletico-PR,Avaí,2,1,2.2,1.65,3,0,1
291,Corinthians,Coritiba,2,1,1.95,1.85,3,0,1
292,Fluminense,Chapecoense,2,3,2.6,1.48,5,0,1
293,Cruzeiro,São Paulo,2,1,2.25,1.62,3,0,1
294,Figueirense,Atlético Mineiro,0,1,2.05,1.75,1,0,0
295,Flamengo,Goiás,4,1,2.05,1.75,5,0,1
296,Palmeiras,Vasco da Gama,0,2,1.85,1.95,2,1,0
297,Joinville,Santos,0,0,2.0,1.8,0,0,0
298,Sport Recife,Grêmio,1,0,2.25,1.62,1,0,0
299,Cruzeiro,Sport Recife,3,0,1.95,1.85,3,0,1
300,Goiás,Coritiba,1,3,2.2,1.65,4,0,1
301,Athletico-PR,Palmeiras,3,3,2.08,1.73,6,0,1
302,Avaí,Joinville,2,1,2.35,1.57,3,0,1
303,Ponte Preta,Figueirense,0,1,2.25,1.62,1,0,0
304,Chapecoense,Internacional,1,0,2.5,1.5,1,0,0
305,Grêmio,Fluminense,1,0,2.08,1.73,1,0,0
306,São Paulo,Atlético Mineiro,4,2,1.73,2.08,6,1,1
307,Vasco da Gama,Corinthians,1,1,2.4,1.53,2,0,0
308,Palmeiras,Cruzeiro,1,1,2.05,1.75,2,0,0
309,Atlético Mineiro,Goiás,2,2,1.62,2.25,4,1,1
310,Corinthians,São Paulo,6,1,2.05,1.75,7,0,1
311,Figueirense,Chapecoense,0,0,2.3,1.6,0,0,0
312,Internacional,Grêmio,1,0,2.35,1.57,1,0,0
313,Flamengo,Ponte Preta,1,1,2.08,1.73,2,0,0
314,Coritiba,Santos,1,0,2.05,1.75,1,0,0
315,Fluminense,Avaí,3,1,2.25,1.62,4,0,1
316,Sport Recife,Athletico-PR,0,0,2.0,1.8,0,0,0
317,São Paulo,Figueirense,3,2,2.0,1.8,5,0,1
318,Fluminense,Internacional,1,1,2.1,1.7,2,0,0
319,Avaí,Ponte Preta,1,0,2.1,1.7,1,0,0
320,Cruzeiro,Joinville,3,0,1.8,2.0,3,1,1
321,Grêmio,Atlético Mineiro,2,1,1.95,1.85,3,0,1
322,Sport Recife,Corinthians,2,0,1.95,1.85,2,0,0
323,Chapecoense,Goiás,1,3,2.15,1.67,4,0,1
324,Palmeiras,Coritiba,0,2,2.1,1.7,2,0,0
325,Flamengo,Sport Recife,1,0,2.05,1.75,1,0,0
326,Palmeiras,Athletico-PR,4,0,2.1,1.7,4,0,1
327,Atlético Mineiro,Santos,1,0,2.1,1.7,1,0,0
328,Coritiba,Cruzeiro,1,0,2.4,1.53,1,0,0
329,Botafogo,São Paulo,0,1,2.3,1.6,1,0,0
330,Santa Cruz,Vitória,4,1,2.15,1.67,5,0,1
331,América-MG,Fluminense,0,1,2.1,1.7,1,0,0
332,Corinthians,Grêmio,0,0,2.4,1.53,0,0,0
333,Figueirense,Ponte Preta,0,0,2.4,1.53,0,0,0
334,Internacional,Chapecoense,0,0,2.4,1.53,0,0,0
335,Ponte Preta,Palmeiras,2,1,2.35,1.57,3,0,1
336,Fluminense,Santa Cruz,2,2,2.08,1.73,4,0,1
337,Cruzeiro,Figueirense,2,2,2.25,1.62,4,0,1
338,Athletico-PR,Atlético Mineiro,1,1,2.15,1.67,2,0,0
339,Santos,Coritiba,2,1,2.15,1.67,3,0,1
340,Chapecoense,América-MG,3,1,2.35,1.57,4,0,1
341,Grêmio,Flamengo,1,0,2.35,1.57,1,0,0
342,São Paulo,Internacional,1,2,2.35,1.57,3,0,1
343,Vitória,Corinthians,3,2,2.35,1.57,5,0,1
344,Sport Recife,Botafogo,1,1,2.1,1.7,2,0,0
345,Botafogo,Athletico-PR,2,1,2.3,1.6,3,0,1
346,Figueirense,Santos,2,2,2.35,1.57,4,0,1
347,América-MG,Vitória,1,1,2.0,1.8,2,0,0
348,Flamengo,Chapecoense,2,2,2.35,1.57,4,0,1
349,Flamengo,Chapecoense,2,2,2.35,1.57,4,0,1
350,Palmeiras,Fluminense,2,0,2.1,1.7,2,0,0
351,Santa Cruz,Cruzeiro,4,1,2.08,1.73,5,0,1
352,Corinthians,Ponte Preta,3,0,1.95,1.85,3,0,1
353,Internacional,Sport Recife,1,0,2.3,1.6,1,0,0
354,Atlético Mineiro,Grêmio,0,3,2.25,1.62,3,0,1
355,Cruzeiro,América-MG,1,1,2.05,1.75,2,0,0
356,Athletico-PR,Figueirense,2,1,2.1,1.7,3,0,1
357,Chapecoense,Santa Cruz,1,1,2.08,1.73,2,0,0
358,Ponte Preta,Flamengo,1,2,2.15,1.67,3,0,1
359,Sport Recife,Corinthians,0,2,2.35,1.57,2,0,0
360,Fluminense,Botafogo,1,0,2.2,1.65,1,0,0
361,São Paulo,Palmeiras,1,0,2.2,1.65,1,0,0
362,Vitória,Atlético Mineiro,1,1,2.0,1.8,2,0,0
363,Grêmio,Coritiba,2,0,2.2,1.65,2,0,0
364,Santos,Internacional,0,1,2.35,1.57,1,0,0
365,Internacional,Athletico-PR,1,0,2.25,1.62,1,0,0
366,Corinthians,Santos,1,0,2.3,1.6,1,0,0
367,Coritiba,Chapecoense,3,4,2.7,1.44,7,0,1
368,Santa Cruz,Sport Recife,0,1,2.15,1.67,1,0,0
369,Santa Cruz,Sport Recife,0,1,2.15,1.67,1,0,0
370,Botafogo,Cruzeiro,0,1,2.15,1.67,1,0,0
371,Figueirense,São Paulo,1,0,2.4,1.53,1,0,0
372,América-MG,Ponte Preta,1,2,2.4,1.53,3,0,1
373,Flamengo,Vitória,1,0,1.85,1.95,1,1,0
374,Palmeiras,Grêmio,4,3,2.2,1.65,7,0,1
375,Athletico-PR,Santa Cruz,1,0,2.0,1.8,1,0,0
376,Chapecoense,Fluminense,0,0,2.35,1.57,0,0,0
377,Corinthians,Coritiba,2,1,2.08,1.73,3,0,1
378,América-MG,Figueirense,1,0,2.4,1.53,1,0,0
379,Santos,Botafogo,3,0,2.25,1.62,3,0,1
380,Flamengo,Palmeiras,1,2,2.1,1.7,3,0,1
381,Grêmio,Ponte Preta,1,0,2.15,1.67,1,0,0
382,Sport Recife,Atlético Mineiro,4,4,2.08,1.73,8,0,1
383,Vitória,Internacional,1,0,2.4,1.53,1,0,0
384,Cruzeiro,São Paulo,0,1,2.4,1.53,1,0,0
385,Internacional,América-MG,3,1,2.1,1.7,4,0,1
386,Ponte Preta,Chapecoense,2,1,2.35,1.57,3,0,1
387,Fluminense,Grêmio,1,1,2.4,1.53,2,0,0
388,São Paulo,Athletico-PR,1,2,2.2,1.65,3,0,1
389,Botafogo,Vitória,1,1,2.08,1.73,2,0,0
390,Coritiba,Sport Recife,3,2,2.25,1.62,5,0,1
391,Atlético Mineiro,Cruzeiro,2,3,2.05,1.75,5,0,1
392,Figueirense,Flamengo,1,0,2.35,1.57,1,0,0
393,Santa Cruz,Santos,0,2,2.4,1.53,2,0,0
394,Santos,Sport Recife,1,2,2.05,1.75,3,0,1
395,Chapecoense,Grêmio,3,3,2.6,1.48,6,0,1
396,Ponte Preta,Athletico-PR,3,2,2.15,1.67,5,0,1
397,São Paulo,Vitória,2,0,1.94,1.96,2,1,0
398,Botafogo,América-MG,3,1,2.1,1.7,4,0,1
399,Santa Cruz,Figueirense,1,0,2.25,1.62,1,0,0
400,Santos,Sport Recife,2,0,1.9,1.9,2,0,0
401,Coritiba,Palmeiras,2,2,2.1,1.7,4,0,1
402,Cruzeiro,Flamengo,0,1,2.26,1.69,1,0,0
403,Internacional,Atlético Mineiro,2,0,2.0,1.8,2,0,0
404,Fluminense,Corinthians,1,0,2.4,1.53,1,0,0
405,Palmeiras,Santa Cruz,3,1,1.76,2.16,4,1,1
406,Athletico-PR,Santos,1,0,2.19,1.74,1,0,0
407,América-MG,Coritiba,2,1,2.3,1.62,3,0,1
408,Atlético Mineiro,Ponte Preta,3,0,1.8,2.0,3,1,1
409,Vitória,Chapecoense,1,2,2.15,1.67,3,0,1
410,Corinthians,Botafogo,3,1,2.03,1.87,4,0,1
411,Figueirense,Internacional,3,2,2.5,1.52,5,0,1
412,Flamengo,São Paulo,2,2,2.3,1.6,4,0,1
413,Sport Recife,Fluminense,2,1,2.25,1.62,3,0,1
414,Grêmio,Cruzeiro,2,0,2.15,1.67,2,0,0
415,Palmeiras,América-MG,2,0,1.67,2.29,2,1,0
416,Chapecoense,Athletico-PR,0,0,2.5,1.5,0,0,0
417,Chapecoense,Athletico-PR,0,0,2.5,1.5,0,0,0
418,Botafogo,Figueirense,0,0,2.15,1.67,0,0,0
419,Santa Cruz,Flamengo,0,1,2.1,1.7,1,0,0
420,Atlético Mineiro,Corinthians,2,1,2.05,1.75,3,0,1
421,Grêmio,Vitória,1,2,1.94,1.96,3,1,1
